date,base_price,unit,region
2024-10-02,0.175,US$/pce,China
2024-10-02,0.211,US$/pce,China
2024-10-09,0.145,US$/pce,China
2024-10-09,0.208,US$/pce,China
2024-10-09,0.152,US$/pce,China
2024-10-09,0.212,US$/pce,China
2024-10-09,0.176,US$/pce,China
2024-10-09,0.152,US$/pce,China
2024-10-09,0.174,US$/pce,China
2024-10-09,0.212,US$/pce,China
2024-10-16,0.145,US$/pce,China
2024-10-16,0.208,US$/pce,China
2024-10-16,0.152,US$/pce,China
2024-10-16,0.212,US$/pce,China
2024-10-16,0.176,US$/pce,China
2024-10-16,0.147,US$/pce,China
2024-10-16,0.173,US$/pce,China
2024-10-16,0.211,US$/pce,China
2024-10-23,0.145,US$/pce,China
2024-10-23,0.208,US$/pce,China
2024-10-23,0.152,US$/pce,China
2024-10-23,0.212,US$/pce,China
2024-10-23,0.176,US$/pce,China
2024-10-23,0.148,US$/pce,China
2024-10-23,0.173,US$/pce,China
2024-10-23,0.204,US$/pce,China
2024-10-30,0.139,US$/pce,China
2024-10-30,0.208,US$/pce,China
2024-10-30,0.145,US$/pce,China
2024-10-30,0.204,US$/pce,China
2024-10-30,0.169,US$/pce,China
2024-10-30,0.145,US$/pce,China
2024-10-30,0.173,US$/pce,China
2024-10-30,0.204,US$/pce,China
2024-11-06,0.139,US$/pce,China
2024-11-06,0.208,US$/pce,China
2024-11-06,0.143,US$/pce,China
2024-11-06,0.201,US$/pce,China
2024-11-06,0.166,US$/pce,China
2024-11-06,0.139,US$/pce,China
2024-11-06,0.167,US$/pce,China
2024-11-06,0.201,US$/pce,China
2024-11-13,0.139,US$/pce,China
2024-11-13,0.208,US$/pce,China
2024-11-13,0.142,US$/pce,China
2024-11-13,0.197,US$/pce,China
2024-11-13,0.163,US$/pce,China
2024-11-13,0.142,US$/pce,China
2024-11-13,0.166,US$/pce,China
2024-11-13,0.2,US$/pce,China
2024-11-20,0.139,US$/pce,China
2024-11-20,0.208,US$/pce,China
2024-11-20,0.142,US$/pce,China
2024-11-20,0.197,US$/pce,China
2024-11-20,0.163,US$/pce,China
2024-11-20,0.142,US$/pce,China
2024-11-20,0.163,US$/pce,China
2024-11-20,0.196,US$/pce,China
2024-11-27,0.139,US$/pce,China
2024-11-27,0.208,US$/pce,China
2024-11-27,0.142,US$/pce,China
2024-11-27,0.197,US$/pce,China
2024-11-27,0.162,US$/pce,China
2024-11-27,0.142,US$/pce,China
2024-11-27,0.16,US$/pce,China
2024-11-27,0.193,US$/pce,China
2024-12-04,0.139,US$/pce,China
2024-12-04,0.208,US$/pce,China
2024-12-04,0.142,US$/pce,China
2024-12-04,0.197,US$/pce,China
2024-12-04,0.162,US$/pce,China
2024-12-04,0.142,US$/pce,China
2024-12-04,0.157,US$/pce,China
2024-12-04,0.193,US$/pce,China
2024-12-11,0.139,US$/pce,China
2024-12-11,0.208,US$/pce,China
2024-12-11,0.141,US$/pce,China
2024-12-11,0.189,US$/pce,China
2024-12-11,0.154,US$/pce,China
2024-12-11,0.144,US$/pce,China
2024-12-11,0.157,US$/pce,China
2024-12-11,0.193,US$/pce,China
2024-12-18,0.139,US$/pce,China
2024-12-18,0.208,US$/pce,China
2024-12-18,0.141,US$/pce,China
2024-12-18,0.189,US$/pce,China
2024-12-18,0.153,US$/pce,China
2024-12-18,0.144,US$/pce,China
2024-12-18,0.153,US$/pce,China
2024-12-18,0.192,US$/pce,China
2024-12-25,0.139,US$/pce,China
2024-12-25,0.208,US$/pce,China
2024-12-25,0.144,US$/pce,China
2024-12-25,0.192,US$/pce,China
2024-12-25,0.153,US$/pce,China
2024-12-25,0.144,US$/pce,China
2024-12-25,0.153,US$/pce,China
2024-12-25,0.192,US$/pce,China
2025-01-01,0.139,US$/pce,China
2025-01-01,0.208,US$/pce,China
2025-01-01,0.151,US$/pce,China
2025-01-01,0.199,US$/pce,China
2025-01-01,0.158,US$/pce,China
2025-01-01,0.144,US$/pce,China
2025-01-01,0.153,US$/pce,China
2025-01-01,0.192,US$/pce,China
2025-01-08,0.139,US$/pce,China
2025-01-08,0.208,US$/pce,China
2025-01-08,0.157,US$/pce,China
2025-01-08,0.205,US$/pce,China
2025-01-08,0.17,US$/pce,China
2025-01-08,0.161,US$/pce,China
2025-01-08,0.17,US$/pce,China
2025-01-08,0.211,US$/pce,China
2025-01-15,0.139,US$/pce,China
2025-01-15,0.208,US$/pce,China
2025-01-15,0.161,US$/pce,China
2025-01-15,0.211,US$/pce,China
2025-01-15,0.18,US$/pce,China
2025-01-15,0.161,US$/pce,China
2025-01-15,0.184,US$/pce,China
2025-01-15,0.211,US$/pce,China
2025-01-22,0.139,US$/pce,China
2025-01-22,0.208,US$/pce,China
2025-01-22,0.161,US$/pce,China
2025-01-22,0.211,US$/pce,China
2025-01-22,0.18,US$/pce,China
2025-01-22,0.162,US$/pce,China
2025-01-22,0.185,US$/pce,China
2025-01-22,0.213,US$/pce,China
2025-01-29,0.139,US$/pce,China
2025-01-29,0.208,US$/pce,China
2025-01-29,0.161,US$/pce,China
2025-01-29,0.211,US$/pce,China
2025-01-29,0.18,US$/pce,China
2025-01-29,0.162,US$/pce,China
2025-01-29,0.185,US$/pce,China
2025-01-29,0.213,US$/pce,China
2025-02-05,0.139,US$/pce,China
2025-02-05,0.208,US$/pce,China
2025-02-05,0.161,US$/pce,China
2025-02-05,0.211,US$/pce,China
2025-02-05,0.18,US$/pce,China
2025-02-05,0.162,US$/pce,China
2025-02-05,0.185,US$/pce,China
2025-02-05,0.213,US$/pce,China
2025-02-12,0.139,US$/pce,China
2025-02-12,0.208,US$/pce,China
2025-02-12,0.162,US$/pce,China
2025-02-12,0.213,US$/pce,China
2025-02-12,0.176,US$/pce,China
2025-02-12,0.148,US$/pce,China
2025-02-12,0.178,US$/pce,China
2025-02-12,0.213,US$/pce,China
2025-02-19,0.139,US$/pce,China
2025-02-19,0.208,US$/pce,China
2025-02-19,0.163,US$/pce,China
2025-02-19,0.214,US$/pce,China
2025-02-19,0.176,US$/pce,China
2025-02-19,0.148,US$/pce,China
2025-02-19,0.179,US$/pce,China
2025-02-19,0.214,US$/pce,China
2025-02-26,0.139,US$/pce,China
2025-02-26,0.208,US$/pce,China
2025-02-26,0.162,US$/pce,China
2025-02-26,0.213,US$/pce,China
2025-02-26,0.176,US$/pce,China
2025-02-26,0.148,US$/pce,China
2025-02-26,0.179,US$/pce,China
2025-02-26,0.213,US$/pce,China
2025-03-05,0.139,US$/pce,China
2025-03-05,0.208,US$/pce,China
2025-03-05,0.162,US$/pce,China
2025-03-05,0.213,US$/pce,China
2025-03-05,0.183,US$/pce,China
2025-03-05,0.149,US$/pce,China
2025-03-05,0.186,US$/pce,China
2025-03-05,0.213,US$/pce,China
2025-03-12,0.139,US$/pce,China
2025-03-12,0.208,US$/pce,China
2025-03-12,0.163,US$/pce,China
2025-03-12,0.214,US$/pce,China
2025-03-12,0.186,US$/pce,China
2025-03-12,0.149,US$/pce,China
2025-03-12,0.186,US$/pce,China
2025-03-12,0.214,US$/pce,China
2025-03-19,0.139,US$/pce,China
2025-03-19,0.208,US$/pce,China
2025-03-19,0.167,US$/pce,China
2025-03-19,0.213,US$/pce,China
2025-03-19,0.2,US$/pce,China
2025-03-19,0.152,US$/pce,China
2025-03-19,0.193,US$/pce,China
2025-03-19,0.213,US$/pce,China
2025-03-26,0.139,US$/pce,China
2025-03-26,0.208,US$/pce,China
2025-03-26,0.167,US$/pce,China
2025-03-26,0.213,US$/pce,China
2025-03-26,0.2,US$/pce,China
2025-03-26,0.152,US$/pce,China
2025-03-26,0.2,US$/pce,China
2025-03-26,0.214,US$/pce,China
